索引id	武将等级	品质	基础攻击	基础血量	基础怒气	基础武防	基础魔防	基础命中率万分比	基础闪避率万分比	基础暴击率万分比	基础韧性率万分比	伤害加成	伤害减免	无视护甲万分比	无视技防万分比	治疗加成	怒气回复加成	负面抗性	暴击伤害	暴击减伤	技能伤害加成	技能伤害减免	突破等级	技能等级
1500752	354	0	1230476	18460237	6378	767380	767380	8738	8738	8738	8738	8738	8738	2432	2432	2432	2432	2432	5351	0	2919	6811	10	9
1500753	354	0	1230544	18461271	6378	767423	767423	8738	8738	8738	8738	8738	8738	2432	2432	2432	2432	2432	5351	0	2919	6811	10	9
1500754	354	0	1231648	18477801	6381	768114	768114	8742	8742	8742	8742	8742	8742	2433	2433	2433	2433	2433	5354	0	2920	6815	10	9
1500755	354	0	1231717	18478836	6381	768157	768157	8742	8742	8742	8742	8742	8742	2433	2433	2433	2433	2433	5354	0	2920	6815	10	9
1500760	354	0	1294461	19420136	6383	807290	807290	8747	8747	8747	8747	8747	8747	2435	2435	2435	2435	2435	5357	0	2922	6818	10	9
1500761	354	0	1232889	18496404	6383	768891	768891	8747	8747	8747	8747	8747	8747	2435	2435	2435	2435	2435	5357	0	2922	6818	10	9
1500762	354	0	1232958	18497440	6383	768934	768934	8747	8747	8747	8747	8747	8747	2435	2435	2435	2435	2435	5357	0	2922	6818	10	9
1500763	354	0	1234062	18513976	6385	769624	769624	8751	8751	8751	8751	8751	8751	2436	2436	2436	2436	2436	5360	0	2923	6822	10	9
1500764	354	0	1234131	18515013	6385	769668	769668	8751	8751	8751	8751	8751	8751	2436	2436	2436	2436	2436	5360	0	2923	6822	10	9
1500765	355	0	1235235	18531551	6387	770358	770358	8756	8756	8756	8756	8756	8756	2437	2437	2437	2437	2437	5362	0	2925	6825	10	9
1500770	355	0	1297069	19459218	6387	808922	808922	8756	8756	8756	8756	8756	8756	2437	2437	2437	2437	2437	5362	0	2925	6825	10	9
1500771	355	0	1235373	18533627	6387	770445	770445	8756	8756	8756	8756	8756	8756	2437	2437	2437	2437	2437	5362	0	2925	6825	10	9
1500772	355	0	1236481	18550218	6390	771138	771138	8760	8760	8760	8760	8760	8760	2438	2438	2438	2438	2438	5365	0	2926	6828	10	9
1500773	355	0	1236550	18551257	6390	771181	771181	8760	8760	8760	8760	8760	8760	2438	2438	2438	2438	2438	5365	0	2926	6828	10	9
1500774	355	0	1237658	18567851	6392	771874	771874	8765	8765	8765	8765	8765	8765	2440	2440	2440	2440	2440	5368	0	2928	6832	10	9
1500775	355	0	1237727	18568890	6392	771918	771918	8765	8765	8765	8765	8765	8765	2440	2440	2440	2440	2440	5368	0	2928	6832	10	9
1500780	355	0	1300776	19514761	6394	811242	811242	8769	8769	8769	8769	8769	8769	2441	2441	2441	2441	2441	5371	0	2929	6835	10	9
1500781	355	0	1238904	18586527	6394	772654	772654	8769	8769	8769	8769	8769	8769	2441	2441	2441	2441	2441	5371	0	2929	6835	10	9
1500782	355	0	1238973	18587568	6394	772697	772697	8769	8769	8769	8769	8769	8769	2441	2441	2441	2441	2441	5371	0	2929	6835	10	9
1500783	355	0	1240081	18604168	6396	773391	773391	8773	8773	8773	8773	8773	8773	2442	2442	2442	2442	2442	5373	0	2931	6839	10	9
1500784	355	0	1240151	18605209	6396	773434	773434	8773	8773	8773	8773	8773	8773	2442	2442	2442	2442	2442	5373	0	2931	6839	10	9
1500785	355	0	1241259	18621812	6398	774128	774128	8778	8778	8778	8778	8778	8778	2443	2443	2443	2443	2443	5376	0	2932	6842	10	9
1500790	355	0	1303395	19553997	6398	812880	812880	8778	8778	8778	8778	8778	8778	2443	2443	2443	2443	2443	5376	0	2932	6842	10	9
1500791	355	0	1241398	18623896	6398	774215	774215	8778	8778	8778	8778	8778	8778	2443	2443	2443	2443	2443	5376	0	2932	6842	10	9
1500792	355	0	1242506	18640503	6401	774908	774908	8782	8782	8782	8782	8782	8782	2445	2445	2445	2445	2445	5379	0	2934	6846	10	9
1500793	355	0	1242576	18641546	6401	774952	774952	8782	8782	8782	8782	8782	8782	2445	2445	2445	2445	2445	5379	0	2934	6846	10	9
1500794	355	0	1243684	18658154	6403	775646	775646	8787	8787	8787	8787	8787	8787	2446	2446	2446	2446	2446	5381	0	2935	6849	10	9
1500795	355	0	1243754	18659198	6403	775689	775689	8787	8787	8787	8787	8787	8787	2446	2446	2446	2446	2446	5381	0	2935	6849	10	9
1500800	355	0	1307106	19609600	6405	815202	815202	8791	8791	8791	8791	8791	8791	2447	2447	2447	2447	2447	5384	0	2937	6853	10	9
1500801	355	0	1244932	18676855	6405	776426	776426	8791	8791	8791	8791	8791	8791	2447	2447	2447	2447	2447	5384	0	2937	6853	10	9
1500802	355	0	1245002	18677899	6405	776470	776470	8791	8791	8791	8791	8791	8791	2447	2447	2447	2447	2447	5384	0	2937	6853	10	9
1500803	355	0	1246111	18694514	6407	777164	777164	8796	8796	8796	8796	8796	8796	2448	2448	2448	2448	2448	5387	0	2938	6856	10	9
1500804	355	0	1246181	18695560	6407	777207	777207	8796	8796	8796	8796	8796	8796	2448	2448	2448	2448	2448	5387	0	2938	6856	10	9
1500805	356	0	1247290	18712177	6410	777902	777902	8800	8800	8800	8800	8800	8800	2450	2450	2450	2450	2450	5390	0	2940	6860	10	9
1500810	356	0	1309727	19648885	6410	816843	816843	8800	8800	8800	8800	8800	8800	2450	2450	2450	2450	2450	5390	0	2940	6860	10	9
1500811	356	0	1247429	18714270	6410	777989	777989	8800	8800	8800	8800	8800	8800	2450	2450	2450	2450	2450	5390	0	2940	6860	10	9
1500812	356	0	1248542	18730943	6412	778685	778685	8805	8805	8805	8805	8805	8805	2451	2451	2451	2451	2451	5392	0	2941	6863	10	9
1500813	356	0	1248612	18731990	6412	778729	778729	8805	8805	8805	8805	8805	8805	2451	2451	2451	2451	2451	5392	0	2941	6863	10	9
1500814	356	0	1249725	18748666	6414	779425	779425	8809	8809	8809	8809	8809	8809	2452	2452	2452	2452	2452	5395	0	2943	6867	10	9
1500815	356	0	1249795	18749714	6414	779469	779469	8809	8809	8809	8809	8809	8809	2452	2452	2452	2452	2452	5395	0	2943	6867	10	9
1500820	356	0	1313453	19704711	6416	819174	819174	8814	8814	8814	8814	8814	8814	2453	2453	2453	2453	2453	5398	0	2944	6870	10	9
1500821	356	0	1250978	18767441	6416	780209	780209	8814	8814	8814	8814	8814	8814	2453	2453	2453	2453	2453	5398	0	2944	6870	10	9
1500822	356	0	1251048	18768490	6416	780253	780253	8814	8814	8814	8814	8814	8814	2453	2453	2453	2453	2453	5398	0	2944	6870	10	9
1500823	356	0	1252161	18785171	6419	780950	780950	8818	8818	8818	8818	8818	8818	2455	2455	2455	2455	2455	5401	0	2946	6874	10	9
1500824	356	0	1252231	18786221	6419	780994	780994	8818	8818	8818	8818	8818	8818	2455	2455	2455	2455	2455	5401	0	2946	6874	10	9
1500825	356	0	1253345	18802905	6421	781691	781691	8823	8823	8823	8823	8823	8823	2456	2456	2456	2456	2456	5403	0	2947	6877	10	9
1500830	356	0	1316086	19744154	6421	820821	820821	8823	8823	8823	8823	8823	8823	2456	2456	2456	2456	2456	5403	0	2947	6877	10	9
1500831	356	0	1253485	18805007	6421	781778	781778	8823	8823	8823	8823	8823	8823	2456	2456	2456	2456	2456	5403	0	2947	6877	10	9
1500832	356	0	1254599	18821695	6423	782475	782475	8827	8827	8827	8827	8827	8827	2457	2457	2457	2457	2457	5406	0	2949	6881	10	9
1500833	356	0	1254669	18822746	6423	782519	782519	8827	8827	8827	8827	8827	8827	2457	2457	2457	2457	2457	5406	0	2949	6881	10	9
1500834	356	0	1255783	18839436	6425	783216	783216	8831	8831	8831	8831	8831	8831	2458	2458	2458	2458	2458	5409	0	2950	6884	10	9
1500835	356	0	1255853	18840489	6425	783260	783260	8831	8831	8831	8831	8831	8831	2458	2458	2458	2458	2458	5409	0	2950	6884	10	9
1500840	356	0	1319815	19800041	6428	823155	823155	8836	8836	8836	8836	8836	8836	2460	2460	2460	2460	2460	5412	0	2952	6888	10	9
1500841	356	0	1257037	18858235	6428	784001	784001	8836	8836	8836	8836	8836	8836	2460	2460	2460	2460	2460	5412	0	2952	6888	10	9
1500842	356	0	1257107	18859289	6428	784045	784045	8836	8836	8836	8836	8836	8836	2460	2460	2460	2460	2460	5412	0	2952	6888	10	9
1500843	356	0	1258222	18875985	6430	784743	784743	8840	8840	8840	8840	8840	8840	2461	2461	2461	2461	2461	5414	0	2953	6891	10	9
1500844	356	0	1258292	18877039	6430	784786	784786	8840	8840	8840	8840	8840	8840	2461	2461	2461	2461	2461	5414	0	2953	6891	10	9
1500845	357	0	1259407	18893738	6432	785484	785484	8845	8845	8845	8845	8845	8845	2462	2462	2462	2462	2462	5417	0	2955	6895	10	9
1500850	357	0	1322451	19839533	6432	824804	824804	8845	8845	8845	8845	8845	8845	2462	2462	2462	2462	2462	5417	0	2955	6895	10	9
1500851	357	0	1259547	18895849	6432	785572	785572	8845	8845	8845	8845	8845	8845	2462	2462	2462	2462	2462	5417	0	2955	6895	10	9
1500852	357	0	1260665	18912597	6434	786271	786271	8849	8849	8849	8849	8849	8849	2463	2463	2463	2463	2463	5420	0	2956	6898	10	9
1500853	357	0	1260736	18913654	6434	786315	786315	8849	8849	8849	8849	8849	8849	2463	2463	2463	2463	2463	5420	0	2956	6898	10	9
1500854	357	0	1261854	18930405	6437	787015	787015	8854	8854	8854	8854	8854	8854	2465	2465	2465	2465	2465	5423	0	2958	6902	10	9
1500855	357	0	1261924	18931462	6437	787059	787059	8854	8854	8854	8854	8854	8854	2465	2465	2465	2465	2465	5423	0	2958	6902	10	9
1500860	357	0	1326195	19895627	6439	827147	827147	8858	8858	8858	8858	8858	8858	2466	2466	2466	2466	2466	5425	0	2959	6905	10	9
1500861	357	0	1263113	18949274	6439	787803	787803	8858	8858	8858	8858	8858	8858	2466	2466	2466	2466	2466	5425	0	2959	6905	10	9
1500862	357	0	1263184	18950332	6439	787847	787847	8858	8858	8858	8858	8858	8858	2466	2466	2466	2466	2466	5425	0	2959	6905	10	9
1500863	357	0	1264302	18967089	6441	788547	788547	8863	8863	8863	8863	8863	8863	2467	2467	2467	2467	2467	5428	0	2961	6909	10	9
1500864	357	0	1264373	18968148	6441	788591	788591	8863	8863	8863	8863	8863	8863	2467	2467	2467	2467	2467	5428	0	2961	6909	10	9
1500865	357	0	1265491	18984908	6443	789291	789291	8867	8867	8867	8867	8867	8867	2468	2468	2468	2468	2468	5431	0	2962	6912	10	9
1500870	357	0	1328840	19935266	6443	828802	828802	8867	8867	8867	8867	8867	8867	2468	2468	2468	2468	2468	5431	0	2962	6912	10	9
1500871	357	0	1265633	18987028	6443	789380	789380	8867	8867	8867	8867	8867	8867	2468	2468	2468	2468	2468	5431	0	2962	6912	10	9
1500872	357	0	1266751	19003791	6446	790080	790080	8872	8872	8872	8872	8872	8872	2470	2470	2470	2470	2470	5434	0	2964	6916	10	9
1500873	357	0	1266822	19004852	6446	790124	790124	8872	8872	8872	8872	8872	8872	2470	2470	2470	2470	2470	5434	0	2964	6916	10	9
1500874	357	0	1267941	19021618	6448	790824	790824	8876	8876	8876	8876	8876	8876	2471	2471	2471	2471	2471	5436	0	2965	6919	10	9
1500875	357	0	1268012	19022679	6448	790869	790869	8876	8876	8876	8876	8876	8876	2471	2471	2471	2471	2471	5436	0	2965	6919	10	9
1500880	357	0	1332588	19991421	6450	831148	831148	8881	8881	8881	8881	8881	8881	2472	2472	2472	2472	2472	5439	0	2966	6922	10	9
1500881	357	0	1269202	19040511	6450	791613	791613	8881	8881	8881	8881	8881	8881	2472	2472	2472	2472	2472	5439	0	2966	6922	10	9
1500882	357	0	1269273	19041573	6450	791658	791658	8881	8881	8881	8881	8881	8881	2472	2472	2472	2472	2472	5439	0	2966	6922	10	9
1500883	357	0	1270392	19058345	6452	792358	792358	8885	8885	8885	8885	8885	8885	2473	2473	2473	2473	2473	5442	0	2968	6926	10	9
1500884	357	0	1270463	19059408	6452	792402	792402	8885	8885	8885	8885	8885	8885	2473	2473	2473	2473	2473	5442	0	2968	6926	10	9
1500885	358	0	1271583	19076184	6454	793103	793103	8890	8890	8890	8890	8890	8890	2474	2474	2474	2474	2474	5444	0	2969	6929	10	9
1500890	358	0	1335237	20031110	6454	832805	832805	8890	8890	8890	8890	8890	8890	2474	2474	2474	2474	2474	5444	0	2969	6929	10	9
1500891	358	0	1271725	19078312	6454	793192	793192	8890	8890	8890	8890	8890	8890	2474	2474	2474	2474	2474	5444	0	2969	6929	10	9
1500892	358	0	1272848	19095140	6457	793895	793895	8894	8894	8894	8894	8894	8894	2476	2476	2476	2476	2476	5447	0	2971	6933	10	9
1500893	358	0	1272919	19096205	6457	793939	793939	8894	8894	8894	8894	8894	8894	2476	2476	2476	2476	2476	5447	0	2971	6933	10	9
1500894	358	0	1274042	19113036	6459	794642	794642	8899	8899	8899	8899	8899	8899	2477	2477	2477	2477	2477	5450	0	2972	6936	10	9
1500895	358	0	1274113	19114102	6459	794687	794687	8899	8899	8899	8899	8899	8899	2477	2477	2477	2477	2477	5450	0	2972	6936	10	9
1500900	358	0	1338999	20087482	6461	835159	835159	8903	8903	8903	8903	8903	8903	2478	2478	2478	2478	2478	5453	0	2974	6940	10	9
1500901	358	0	1275308	19132002	6461	795434	795434	8903	8903	8903	8903	8903	8903	2478	2478	2478	2478	2478	5453	0	2974	6940	10	9
1500902	358	0	1275379	19133069	6461	795479	795479	8903	8903	8903	8903	8903	8903	2478	2478	2478	2478	2478	5453	0	2974	6940	10	9
1500903	358	0	1276503	19149906	6463	796182	796182	8908	8908	8908	8908	8908	8908	2479	2479	2479	2479	2479	5455	0	2975	6943	10	9
1500904	358	0	1276574	19150974	6463	796226	796226	8908	8908	8908	8908	8908	8908	2479	2479	2479	2479	2479	5455	0	2975	6943	10	9
1500905	358	0	1277698	19167814	6466	796930	796930	8912	8912	8912	8912	8912	8912	2481	2481	2481	2481	2481	5458	0	2977	6947	10	9
1500910	358	0	1341658	20127326	6466	836823	836823	8912	8912	8912	8912	8912	8912	2481	2481	2481	2481	2481	5458	0	2977	6947	10	9
1500911	358	0	1277841	19169950	6466	797019	797019	8912	8912	8912	8912	8912	8912	2481	2481	2481	2481	2481	5458	0	2977	6947	10	9
1500912	358	0	1278965	19186794	6468	797723	797723	8917	8917	8917	8917	8917	8917	2482	2482	2482	2482	2482	5461	0	2978	6950	10	9
1500913	358	0	1279036	19187863	6468	797767	797767	8917	8917	8917	8917	8917	8917	2482	2482	2482	2482	2482	5461	0	2978	6950	10	9
1500914	358	0	1280160	19204709	6470	798471	798471	8921	8921	8921	8921	8921	8921	2483	2483	2483	2483	2483	5464	0	2980	6954	10	9
1500915	358	0	1280232	19205779	6470	798515	798515	8921	8921	8921	8921	8921	8921	2483	2483	2483	2483	2483	5464	0	2980	6954	10	9
1500920	358	0	1345424	20183759	6472	839180	839180	8926	8926	8926	8926	8926	8926	2484	2484	2484	2484	2484	5466	0	2981	6957	10	9
1500921	358	0	1281428	19223699	6472	799264	799264	8926	8926	8926	8926	8926	8926	2484	2484	2484	2484	2484	5466	0	2981	6957	10	9
1500922	358	0	1281499	19224770	6472	799308	799308	8926	8926	8926	8926	8926	8926	2484	2484	2484	2484	2484	5466	0	2981	6957	10	9
1500923	358	0	1282624	19241622	6475	800012	800012	8930	8930	8930	8930	8930	8930	2486	2486	2486	2486	2486	5469	0	2983	6961	10	9
1500924	358	0	1282695	19242694	6475	800057	800057	8930	8930	8930	8930	8930	8930	2486	2486	2486	2486	2486	5469	0	2983	6961	10	9
1500925	359	0	1283820	19259549	6477	800761	800761	8935	8935	8935	8935	8935	8935	2487	2487	2487	2487	2487	5472	0	2984	6964	10	9
1500930	359	0	1348087	20223653	6477	840846	840846	8935	8935	8935	8935	8935	8935	2487	2487	2487	2487	2487	5472	0	2984	6964	10	9
1500931	359	0	1283963	19261695	6477	800850	800850	8935	8935	8935	8935	8935	8935	2487	2487	2487	2487	2487	5472	0	2984	6964	10	9
1500932	359	0	1285786	19289039	6479	801992	801992	8939	8939	8939	8939	8939	8939	2488	2488	2488	2488	2488	5475	0	2986	6968	10	9
1500933	359	0	1285857	19290114	6479	802037	802037	8939	8939	8939	8939	8939	8939	2488	2488	2488	2488	2488	5475	0	2986	6968	10	9
1500934	359	0	1287680	19317463	6481	803179	803179	8944	8944	8944	8944	8944	8944	2489	2489	2489	2489	2489	5477	0	2987	6971	10	9
1500935	359	0	1287752	19318538	6481	803223	803223	8944	8944	8944	8944	8944	8944	2489	2489	2489	2489	2489	5477	0	2987	6971	10	9
1500940	359	0	1354053	20313187	6484	844584	844584	8948	8948	8948	8948	8948	8948	2491	2491	2491	2491	2491	5480	0	2989	6975	10	9
1500941	359	0	1289646	19346969	6484	804410	804410	8948	8948	8948	8948	8948	8948	2491	2491	2491	2491	2491	5480	0	2989	6975	10	9
1500942	359	0	1289718	19348046	6484	804455	804455	8948	8948	8948	8948	8948	8948	2491	2491	2491	2491	2491	5480	0	2989	6975	10	9
1500943	359	0	1291542	19375406	6486	805598	805598	8953	8953	8953	8953	8953	8953	2492	2492	2492	2492	2492	5483	0	2990	6978	10	9
1500944	359	0	1291613	19376484	6486	805642	805642	8953	8953	8953	8953	8953	8953	2492	2492	2492	2492	2492	5483	0	2990	6978	10	9
1500945	359	0	1293437	19403848	6488	806785	806785	8957	8957	8957	8957	8957	8957	2493	2493	2493	2493	2493	5486	0	2992	6982	10	9
1500950	359	0	1358184	20375175	6488	847171	847171	8957	8957	8957	8957	8957	8957	2493	2493	2493	2493	2493	5486	0	2992	6982	10	9
1500951	359	0	1293581	19406008	6488	806875	806875	8957	8957	8957	8957	8957	8957	2493	2493	2493	2493	2493	5486	0	2992	6982	10	9
1500952	359	0	1295405	19433378	6490	808018	808018	8962	8962	8962	8962	8962	8962	2494	2494	2494	2494	2494	5488	0	2993	6985	10	9
1500953	359	0	1295477	19434459	6490	808063	808063	8962	8962	8962	8962	8962	8962	2494	2494	2494	2494	2494	5488	0	2993	6985	10	9
1500954	359	0	1297301	19461833	6493	809206	809206	8966	8966	8966	8966	8966	8966	2496	2496	2496	2496	2496	5491	0	2995	6989	10	9
1500955	359	0	1297374	19462916	6493	809251	809251	8966	8966	8966	8966	8966	8966	2496	2496	2496	2496	2496	5491	0	2995	6989	10	9
1500960	359	0	1364158	20464809	6495	850914	850914	8971	8971	8971	8971	8971	8971	2497	2497	2497	2497	2497	5494	0	2996	6992	10	9
1500961	359	0	1299270	19491379	6495	810439	810439	8971	8971	8971	8971	8971	8971	2497	2497	2497	2497	2497	5494	0	2996	6992	10	9
1500962	359	0	1299343	19492464	6495	810484	810484	8971	8971	8971	8971	8971	8971	2497	2497	2497	2497	2497	5494	0	2996	6992	10	9
1500963	359	0	1301168	19519848	6497	811628	811628	8975	8975	8975	8975	8975	8975	2498	2498	2498	2498	2498	5497	0	2998	6996	10	9
1500964	359	0	1301240	19520934	6497	811673	811673	8975	8975	8975	8975	8975	8975	2498	2498	2498	2498	2498	5497	0	2998	6996	10	9
1500965	360	0	1303065	19548322	6500	812816	812816	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500970	360	0	1368295	20526880	6500	853505	853505	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500971	360	0	1303210	19550497	6500	812907	812907	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500972	360	0	1303283	19551585	6500	812952	812952	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500973	360	0	1303355	19552672	6500	812997	812997	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500974	360	0	1303428	19553760	6500	813042	813042	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500975	360	0	1303500	19554847	6500	813088	813088	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500980	360	0	1368751	20533732	6500	853790	853790	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500981	360	0	1303645	19557022	6500	813178	813178	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500982	360	0	1303718	19558110	6500	813223	813223	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500983	360	0	1303790	19559197	6500	813269	813269	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500984	360	0	1303863	19560285	6500	813314	813314	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500985	360	0	1303935	19561372	6500	813359	813359	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500990	360	0	1369208	20540583	6500	854074	854074	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500991	360	0	1304080	19563547	6500	813449	813449	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500992	360	0	1304153	19564635	6500	813495	813495	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500993	360	0	1304225	19565722	6500	813540	813540	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500994	360	0	1304298	19566809	6500	813585	813585	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1500995	360	0	1304370	19567897	6500	813630	813630	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1501000	360	0	1369665	20547434	6500	854359	854359	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1501001	360	0	1304515	19570072	6500	813721	813721	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1501002	360	0	1304588	19571159	6500	813766	813766	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1501003	360	0	1304660	19572247	6500	813811	813811	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1501004	360	0	1304733	19573334	6500	813856	813856	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1501005	360	0	1304805	19574422	6500	813902	813902	8980	8980	8980	8980	8980	8980	2500	2500	2500	2500	2500	5500	0	3000	7000	10	10
1110010	236	0	368036	5521918	4098	229603	229603	4188	4188	4188	4188	4188	4188	1165	1165	1165	1165	1165	2565	0	1399	3264	10	3
1110011	236	0	350545	5259496	4098	218691	218691	4188	4188	4188	4188	4188	4188	1165	1165	1165	1165	1165	2565	0	1399	3264	10	3
1110012	236	0	350970	5265869	4100	218956	218956	4191	4191	4191	4191	4191	4191	1166	1166	1166	1166	1166	2567	0	1400	3267	10	3
1110013	236	0	350993	5266220	4100	218971	218971	4191	4191	4191	4191	4191	4191	1166	1166	1166	1166	1166	2567	0	1400	3267	10	3
1110014	236	0	351418	5272595	4101	219236	219236	4194	4194	4194	4194	4194	4194	1167	1167	1167	1167	1167	2569	0	1401	3269	10	3
1110015	236	0	351442	5272946	4101	219251	219251	4194	4194	4194	4194	4194	4194	1167	1167	1167	1167	1167	2569	0	1401	3269	10	3
1110020	236	0	369460	5543289	4103	230492	230492	4197	4197	4197	4197	4197	4197	1168	1168	1168	1168	1168	2571	0	1402	3272	10	3
1110021	236	0	351890	5279674	4103	219531	219531	4197	4197	4197	4197	4197	4197	1168	1168	1168	1168	1168	2571	0	1402	3272	10	3
1110022	236	0	351913	5280026	4103	219546	219546	4197	4197	4197	4197	4197	4197	1168	1168	1168	1168	1168	2571	0	1402	3272	10	3
1110023	236	0	352339	5286404	4105	219811	219811	4201	4201	4201	4201	4201	4201	1169	1169	1169	1169	1169	2573	0	1403	3274	10	3
1110024	236	0	352362	5286756	4105	219826	219826	4201	4201	4201	4201	4201	4201	1169	1169	1169	1169	1169	2573	0	1403	3274	10	3
1110025	236	0	352787	5293135	4106	220091	220091	4204	4204	4204	4204	4204	4204	1170	1170	1170	1170	1170	2575	0	1404	3277	10	3
1110030	236	0	370451	5558162	4106	231111	231111	4204	4204	4204	4204	4204	4204	1170	1170	1170	1170	1170	2575	0	1404	3277	10	3
1110031	236	0	352834	5293840	4106	220121	220121	4204	4204	4204	4204	4204	4204	1170	1170	1170	1170	1170	2575	0	1404	3277	10	3
1110032	236	0	353259	5300220	4108	220386	220386	4207	4207	4207	4207	4207	4207	1171	1171	1171	1171	1171	2576	0	1405	3279	10	3
1110033	236	0	353283	5300573	4108	220401	220401	4207	4207	4207	4207	4207	4207	1171	1171	1171	1171	1171	2576	0	1405	3279	10	3
1110034	236	0	353708	5306955	4110	220666	220666	4210	4210	4210	4210	4210	4210	1172	1172	1172	1172	1172	2578	0	1406	3282	10	3
1110035	236	0	353732	5307308	4110	220681	220681	4210	4210	4210	4210	4210	4210	1172	1172	1172	1172	1172	2578	0	1406	3282	10	3
1110040	236	0	371865	5579375	4111	231994	231994	4213	4213	4213	4213	4213	4213	1173	1173	1173	1173	1173	2580	0	1407	3284	10	3
1110041	236	0	354181	5314045	4111	220962	220962	4213	4213	4213	4213	4213	4213	1173	1173	1173	1173	1173	2580	0	1407	3284	10	3
1110042	236	0	354204	5314398	4111	220976	220976	4213	4213	4213	4213	4213	4213	1173	1173	1173	1173	1173	2580	0	1407	3284	10	3
1110043	236	0	354630	5320783	4113	221242	221242	4217	4217	4217	4217	4217	4217	1174	1174	1174	1174	1174	2582	0	1408	3287	10	3
1110044	236	0	354653	5321137	4113	221257	221257	4217	4217	4217	4217	4217	4217	1174	1174	1174	1174	1174	2582	0	1408	3287	10	3
1110045	237	0	355079	5327523	4114	221522	221522	4220	4220	4220	4220	4220	4220	1174	1174	1174	1174	1174	2584	0	1409	3289	10	3
1110050	237	0	372858	5594271	4114	232614	232614	4220	4220	4220	4220	4220	4220	1174	1174	1174	1174	1174	2584	0	1409	3289	10	3
1110051	237	0	355126	5328232	4114	221552	221552	4220	4220	4220	4220	4220	4220	1174	1174	1174	1174	1174	2584	0	1409	3289	10	3
1110052	237	0	355528	5334265	4116	221803	221803	4223	4223	4223	4223	4223	4223	1175	1175	1175	1175	1175	2586	0	1410	3292	10	3
1110053	237	0	355552	5334620	4116	221818	221818	4223	4223	4223	4223	4223	4223	1175	1175	1175	1175	1175	2586	0	1410	3292	10	3
1110054	237	0	355954	5340655	4118	222069	222069	4226	4226	4226	4226	4226	4226	1176	1176	1176	1176	1176	2588	0	1412	3294	10	3
1110055	237	0	355978	5341010	4118	222084	222084	4226	4226	4226	4226	4226	4226	1176	1176	1176	1176	1176	2588	0	1412	3294	10	3
1110060	237	0	374199	5614398	4119	233452	233452	4230	4230	4230	4230	4230	4230	1177	1177	1177	1177	1177	2590	0	1413	3297	10	3
1110061	237	0	356404	5347401	4119	222350	222350	4230	4230	4230	4230	4230	4230	1177	1177	1177	1177	1177	2590	0	1413	3297	10	3
1110062	237	0	356427	5347757	4119	222365	222365	4230	4230	4230	4230	4230	4230	1177	1177	1177	1177	1177	2590	0	1413	3297	10	3
1110063	237	0	356830	5353794	4121	222616	222616	4233	4233	4233	4233	4233	4233	1178	1178	1178	1178	1178	2592	0	1414	3299	10	3
1110064	237	0	356854	5354150	4121	222631	222631	4233	4233	4233	4233	4233	4233	1178	1178	1178	1178	1178	2592	0	1414	3299	10	3
