关卡id	挑战本关需求杀怪	手动杀怪掉落ID	功能开启	新手引导标示	是否可退出/暂停	首通奖励	掉落预览	战斗背景	战斗阵型	挂机阵型	挂机掉落经验	挂机掉落金币	挂机掉落英雄经验	挂机掉落突破石
406	10	10406	0	0	1	user.xp:3000,user.gold:34000,user.hero_exp:56800		1	1000406	1000001|1000002	677	857	1548	0.3716
407	10	10407	0	0	1	user.xp:3000,user.gold:34000,user.hero_exp:56800		1	1000407	1000001|1000002	680	860	1553	0.3722
408	10	10408	0	0	1	user.bindcash:15,user.xp:3000,user.gold:34000,user.hero_exp:56800		1	1000408	1000001|1000002	682	862	1559	0.3728
409	10	10409	0	0	1	user.xp:3000,user.gold:34000,user.hero_exp:57700		1	1000409	1000001|1000002	684	864	1564	0.3734
410	10	10410	0	0	1	user.xp:3000,user.gold:34000,user.hero_exp:57700		1	1000410	1000001|1000002	686	866	1570	0.3741
411	10	10411	0	0	1	user.bindcash:15,user.xp:3000,user.gold:34000,user.hero_exp:57700		1	1000411	1000001|1000002	689	869	1575	0.3747
412	10	10412	0	0	1	user.xp:3000,user.gold:34000,user.hero_exp:57700		1	1000412	1000001|1000002	691	871	1581	0.3753
413	10	10413	0	0	1	user.xp:3100,user.gold:34000,user.hero_exp:58500		1	1000413	1000001|1000002	693	873	1586	0.376
414	10	10414	0	0	1	user.bindcash:15,user.xp:3100,user.gold:34000,user.hero_exp:58500		1	1000414	1000001|1000002	695	875	1592	0.3766
415	10	10415	0	0	1	user.xp:3100,user.gold:34000,user.hero_exp:58500		1	1000415	1000001|1000002	698	878	1598	0.3772
416	10	10416	0	0	1	user.xp:3100,user.gold:34000,user.hero_exp:58500		1	1000416	1000001|1000002	700	880	1603	0.3779
417	10	10417	0	0	1	user.bindcash:15,user.xp:3100,user.gold:35000,user.hero_exp:59500		1	1000417	1000001|1000002	702	882	1609	0.3785
418	10	10418	0	0	1	user.xp:3100,user.gold:35000,user.hero_exp:59500		1	1000418	1000001|1000002	705	885	1615	0.3791
419	10	10419	0	0	1	user.xp:3100,user.gold:35000,user.hero_exp:59500		1	1000419	1000001|1000002	707	887	1620	0.3798
420	10	10420	0	0	1	user.bindcash:15,user.xp:3100,user.gold:36000,user.hero_exp:60400		1	1000420	1000001|1000002	709	889	1626	0.3804
421	10	10421	0	0	1	user.xp:3100,user.gold:36000,user.hero_exp:60400		1	1000421	1000001|1000002	711	891	1632	0.381
422	10	10422	0	0	1	user.xp:3100,user.gold:36000,user.hero_exp:60400		1	1000422	1000001|1000002	714	894	1637	0.3817
423	10	10423	0	0	1	user.bindcash:15,user.xp:3100,user.gold:36000,user.hero_exp:60400		1	1000423	1000001|1000002	716	896	1643	0.3823
424	10	10424	0	0	1	user.xp:3200,user.gold:36000,user.hero_exp:61400		1	1000424	1000001|1000002	718	898	1649	0.383
425	10	10425	0	0	1	user.xp:3200,user.gold:36000,user.hero_exp:61400		1	1000425	1000001|1000002	721	901	1654	0.3836
426	10	10426	0	0	1	user.bindcash:15,user.xp:3200,user.gold:36000,user.hero_exp:61400		1	1000426	1000001|1000002	723	903	1660	0.3842
427	10	10427	0	0	1	user.xp:3200,user.gold:36000,user.hero_exp:61400		1	1000427	1000001|1000002	725	905	1666	0.3849
428	10	10428	0	0	1	user.xp:3300,user.gold:37000,user.hero_exp:62500		1	1000428	1000001|1000002	728	908	1671	0.3855
429	10	10429	0	0	1	user.bindcash:15,user.xp:3300,user.gold:37000,user.hero_exp:62500		1	1000429	1000001|1000002	730	910	1677	0.3862
430	10	10430	0	0	1	user.xp:3300,user.gold:37000,user.hero_exp:62500		1	1000430	1000001|1000002	732	912	1683	0.3868
431	10	10431	0	0	1	user.xp:3300,user.gold:37000,user.hero_exp:62500		1	1000431	1000001|1000002	735	915	1689	0.3875
432	10	10432	0	0	1	user.bindcash:15,user.xp:3300,user.gold:37000,user.hero_exp:63600		1	1000432	1000001|1000002	737	917	1694	0.3881
433	10	10433	0	0	1	user.xp:3300,user.gold:37000,user.hero_exp:63600		1	1000433	1000001|1000002	739	919	1700	0.3888
434	10	10434	0	0	1	user.xp:3300,user.gold:37000,user.hero_exp:63600		1	1000434	1000001|1000002	742	922	1706	0.3894
435	10	10435	0	0	1	user.bindcash:15,user.xp:3400,user.gold:38000,user.hero_exp:64700		1	1000435	1000001|1000002	744	924	1712	0.3901
436	10	10436	0	0	1	user.xp:3400,user.gold:38000,user.hero_exp:64700		1	1000436	1000001|1000002	746	926	1717	0.3907
437	10	10437	0	0	1	user.xp:3400,user.gold:38000,user.hero_exp:64700		1	1000437	1000001|1000002	749	929	1723	0.3914
438	10	10438	0	0	1	user.bindcash:15,user.xp:3400,user.gold:38000,user.hero_exp:64700		1	1000438	1000001|1000002	751	931	1729	0.392
439	10	10439	0	0	1	user.xp:3400,user.gold:39000,user.hero_exp:65900		1	1000439	1000001|1000002	753	933	1735	0.3927
440	10	10440	0	0	1	user.xp:3400,user.gold:39000,user.hero_exp:65900		1	1000440	1000001|1000002	756	936	1741	0.3933
441	10	10441	0	0	1	user.bindcash:15,user.xp:3400,user.gold:39000,user.hero_exp:65900		1	1000441	1000001|1000002	758	938	1747	0.394
442	10	10442	0	0	1	user.xp:3400,user.gold:39000,user.hero_exp:65900		1	1000442	1000001|1000002	760	940	1752	0.3946
443	10	10443	0	0	1	user.xp:3500,user.gold:39000,user.hero_exp:67100		1	1000443	1000001|1000002	763	943	1758	0.3953
444	10	10444	0	0	1	user.bindcash:15,user.xp:3500,user.gold:39000,user.hero_exp:67100		1	1000444	1000001|1000002	765	945	1764	0.396
445	10	10445	0	0	1	user.xp:3500,user.gold:39000,user.hero_exp:67100		1	1000445	1000001|1000002	768	948	1770	0.3966
446	10	10446	0	0	1	user.xp:3500,user.gold:39000,user.hero_exp:67100		1	1000446	1000001|1000002	770	950	1776	0.3973
447	10	10447	0	0	1	user.bindcash:15,user.xp:3600,user.gold:40000,user.hero_exp:68300		1	1000447	1000001|1000002	772	952	1782	0.398
448	10	10448	0	0	1	user.xp:3600,user.gold:40000,user.hero_exp:68300		1	1000448	1000001|1000002	775	955	1788	0.3986
449	10	10449	0	0	1	user.xp:3600,user.gold:40000,user.hero_exp:68300		1	1000449	1000001|1000002	777	957	1794	0.3993
450	10	10450	0	0	1	user.bindcash:15,user.xp:3600,user.gold:40000,user.hero_exp:68800		1	1000450	1000001|1000002	780	960	1800	0.4
451	10	10451	0	0	1	user.xp:3600,user.gold:40000,user.hero_exp:68800		1	1000451	1000001|1000002	780	960	1801	0.4007
452	10	10452	0	0	1	user.xp:3600,user.gold:40000,user.hero_exp:68800		1	1000452	1000001|1000002	781	961	1802	0.4015
453	10	10453	0	0	1	user.bindcash:20,user.xp:3600,user.gold:41000,user.hero_exp:69300		1	1000453	1000001|1000002	781	962	1804	0.4022
454	10	10454	0	0	1	user.xp:3600,user.gold:41000,user.hero_exp:69300		1	1000454	1000001|1000002	782	962	1805	0.403
455	10	10455	0	0	1	user.xp:3600,user.gold:41000,user.hero_exp:69800		1	1000455	1000001|1000002	783	963	1806	0.4038
456	10	10456	0	0	1	user.bindcash:20,user.xp:3600,user.gold:41000,user.hero_exp:69800		1	1000456	1000001|1000002	783	964	1808	0.4046
457	10	10457	0	0	1	user.xp:3600,user.gold:41000,user.hero_exp:69800		1	1000457	1000001|1000002	784	965	1809	0.4054
458	10	10458	0	0	1	user.xp:3700,user.gold:41000,user.hero_exp:70400		1	1000458	1000001|1000002	785	965	1811	0.4062
459	10	10459	0	0	1	user.bindcash:20,user.xp:3700,user.gold:41000,user.hero_exp:70400		1	1000459	1000001|1000002	785	966	1812	0.407
460	10	10460	0	0	1	user.xp:3700,user.gold:42000,user.hero_exp:71000		1	1000460	1000001|1000002	786	967	1814	0.4078
461	10	10461	0	0	1	user.xp:3700,user.gold:42000,user.hero_exp:71000		1	1000461	1000001|1000002	787	968	1815	0.4086
462	10	10462	0	0	1	user.bindcash:20,user.xp:3700,user.gold:42000,user.hero_exp:71000		1	1000462	1000001|1000002	787	969	1816	0.4094
463	10	10463	0	0	1	user.xp:3700,user.gold:42000,user.hero_exp:71700		1	1000463	1000001|1000002	788	969	1818	0.4102
464	10	10464	0	0	1	user.xp:3700,user.gold:42000,user.hero_exp:71700		1	1000464	1000001|1000002	789	970	1819	0.411
465	10	10465	0	0	1	user.bindcash:20,user.xp:3800,user.gold:43000,user.hero_exp:72400		1	1000465	1000001|1000002	789	971	1821	0.4118
466	10	10466	0	0	1	user.xp:3800,user.gold:43000,user.hero_exp:72400		1	1000466	1000001|1000002	790	972	1822	0.4127
467	10	10467	0	0	1	user.xp:3800,user.gold:43000,user.hero_exp:72400		1	1000467	1000001|1000002	791	973	1824	0.4135
468	10	10468	0	0	1	user.bindcash:20,user.xp:3800,user.gold:43000,user.hero_exp:73100		1	1000468	1000001|1000002	792	973	1825	0.4143
469	10	10469	0	0	1	user.xp:3800,user.gold:43000,user.hero_exp:73100		1	1000469	1000001|1000002	792	974	1827	0.4152
470	10	10470	0	0	1	user.xp:3800,user.gold:43000,user.hero_exp:73900		1	1000470	1000001|1000002	793	975	1828	0.416
471	10	10471	0	0	1	user.bindcash:20,user.xp:3800,user.gold:43000,user.hero_exp:73900		1	1000471	1000001|1000002	794	976	1830	0.4169
472	10	10472	0	0	1	user.xp:3800,user.gold:43000,user.hero_exp:73900		1	1000472	1000001|1000002	794	977	1832	0.4177
473	10	10473	0	0	1	user.xp:3900,user.gold:44000,user.hero_exp:74800		1	1000473	1000001|1000002	795	977	1833	0.4186
474	10	10474	0	0	1	user.bindcash:20,user.xp:3900,user.gold:44000,user.hero_exp:74800		1	1000474	1000001|1000002	796	978	1835	0.4195
475	10	10475	0	0	1	user.xp:3900,user.gold:44000,user.hero_exp:75600		1	1000475	1000001|1000002	797	979	1836	0.4203
476	10	10476	0	0	1	user.xp:3900,user.gold:44000,user.hero_exp:75600		1	1000476	1000001|1000002	797	980	1838	0.4212
477	10	10477	0	0	1	user.bindcash:20,user.xp:3900,user.gold:44000,user.hero_exp:75600		1	1000477	1000001|1000002	798	981	1839	0.4221
478	10	10478	0	0	1	user.xp:4000,user.gold:45000,user.hero_exp:76500		1	1000478	1000001|1000002	799	982	1841	0.423
479	10	10479	0	0	1	user.xp:4000,user.gold:45000,user.hero_exp:76500		1	1000479	1000001|1000002	800	982	1843	0.4239
480	10	10480	0	0	1	user.bindcash:20,user.xp:4000,user.gold:46000,user.hero_exp:77500		1	1000480	1000001|1000002	800	983	1844	0.4247
481	10	10481	0	0	1	user.xp:4000,user.gold:46000,user.hero_exp:77500		1	1000481	1000001|1000002	801	984	1846	0.4256
482	10	10482	0	0	1	user.xp:4000,user.gold:46000,user.hero_exp:77500		1	1000482	1000001|1000002	802	985	1847	0.4265
483	10	10483	0	0	1	user.bindcash:20,user.xp:4100,user.gold:46000,user.hero_exp:78500		1	1000483	1000001|1000002	803	986	1849	0.4275
484	10	10484	0	0	1	user.xp:4100,user.gold:46000,user.hero_exp:78500		1	1000484	1000001|1000002	803	987	1851	0.4284
485	10	10485	0	0	1	user.xp:4100,user.gold:47000,user.hero_exp:79500		1	1000485	1000001|1000002	804	988	1852	0.4293
486	10	10486	0	0	1	user.bindcash:20,user.xp:4100,user.gold:47000,user.hero_exp:79500		1	1000486	1000001|1000002	805	989	1854	0.4302
487	10	10487	0	0	1	user.xp:4100,user.gold:47000,user.hero_exp:79500		1	1000487	1000001|1000002	806	989	1856	0.4311
488	10	10488	0	0	1	user.xp:4200,user.gold:47000,user.hero_exp:80600		1	1000488	1000001|1000002	806	990	1857	0.4321
489	10	10489	0	0	1	user.bindcash:20,user.xp:4200,user.gold:47000,user.hero_exp:80600		1	1000489	1000001|1000002	807	991	1859	0.433
490	10	10490	0	0	1	user.xp:4200,user.gold:48000,user.hero_exp:81800		1	1000490	1000001|1000002	808	992	1861	0.4339
491	10	10491	0	0	1	user.xp:4200,user.gold:48000,user.hero_exp:81800		1	1000491	1000001|1000002	809	993	1862	0.4349
492	10	10492	0	0	1	user.bindcash:20,user.xp:4200,user.gold:48000,user.hero_exp:81800		1	1000492	1000001|1000002	810	994	1864	0.4358
493	10	10493	0	0	1	user.xp:4300,user.gold:49000,user.hero_exp:82900		1	1000493	1000001|1000002	810	995	1866	0.4368
494	10	10494	0	0	1	user.xp:4300,user.gold:49000,user.hero_exp:82900		1	1000494	1000001|1000002	811	996	1868	0.4377
495	10	10495	0	0	1	user.bindcash:20,user.xp:4400,user.gold:49000,user.hero_exp:84200		1	1000495	1000001|1000002	812	997	1869	0.4387
496	10	10496	0	0	1	user.xp:4400,user.gold:49000,user.hero_exp:84200		1	1000496	1000001|1000002	813	998	1871	0.4397
497	10	10497	0	0	1	user.xp:4400,user.gold:49000,user.hero_exp:84200		1	1000497	1000001|1000002	814	999	1873	0.4406
498	10	10498	0	0	1	user.bindcash:20,user.xp:4400,user.gold:50000,user.hero_exp:85400		1	1000498	1000001|1000002	814	999	1874	0.4416
499	10	10499	0	0	1	user.xp:4400,user.gold:50000,user.hero_exp:85400		1	1000499	1000001|1000002	815	1000	1876	0.4426
500	10	10500	0	0	1	user.xp:4500,user.gold:50000,user.hero_exp:85900		1	1000500	1000001|1000002	816	1001	1878	0.4436
501	10	10501	0	0	1	user.bindcash:20,user.xp:4500,user.gold:50000,user.hero_exp:85900		1	1000501	1000001|1000002	817	1002	1880	0.4446
502	10	10502	0	0	1	user.xp:4500,user.gold:50000,user.hero_exp:85900		1	1000502	1000001|1000002	818	1003	1882	0.4456
503	10	10503	0	0	1	user.xp:4500,user.gold:51000,user.hero_exp:86400		1	1000503	1000001|1000002	819	1004	1883	0.4466
504	10	10504	0	0	1	user.bindcash:20,user.xp:4500,user.gold:51000,user.hero_exp:86400		1	1000504	1000001|1000002	819	1005	1885	0.4476
505	10	10505	0	0	1	user.xp:4500,user.gold:51000,user.hero_exp:86900		1	1000505	1000001|1000002	820	1006	1887	0.4486
506	10	10506	0	0	1	user.xp:4500,user.gold:51000,user.hero_exp:86900		1	1000506	1000001|1000002	821	1007	1889	0.4496
507	10	10507	0	0	1	user.bindcash:20,user.xp:4500,user.gold:51000,user.hero_exp:86900		1	1000507	1000001|1000002	822	1008	1891	0.4506
508	10	10508	0	0	1	user.xp:4500,user.gold:51000,user.hero_exp:87500		1	1000508	1000001|1000002	823	1009	1892	0.4516
509	10	10509	0	0	1	user.xp:4500,user.gold:51000,user.hero_exp:87500		1	1000509	1000001|1000002	824	1010	1894	0.4526
510	10	10510	0	0	1	user.bindcash:20,user.xp:4600,user.gold:52000,user.hero_exp:88100		1	1000510	1000001|1000002	825	1011	1896	0.4537
511	10	10511	0	0	1	user.xp:4600,user.gold:52000,user.hero_exp:88100		1	1000511	1000001|1000002	825	1012	1898	0.4547
512	10	10512	0	0	1	user.xp:4600,user.gold:52000,user.hero_exp:88100		1	1000512	1000001|1000002	826	1013	1900	0.4557
513	10	10513	0	0	1	user.bindcash:20,user.xp:4600,user.gold:52000,user.hero_exp:88800		1	1000513	1000001|1000002	827	1014	1902	0.4568
514	10	10514	0	0	1	user.xp:4600,user.gold:52000,user.hero_exp:88800		1	1000514	1000001|1000002	828	1015	1904	0.4578
515	10	10515	0	0	1	user.xp:4600,user.gold:52000,user.hero_exp:89500		1	1000515	1000001|1000002	829	1016	1906	0.4589
516	10	10516	0	0	1	user.bindcash:20,user.xp:4600,user.gold:52000,user.hero_exp:89500		1	1000516	1000001|1000002	830	1017	1908	0.46
517	10	10517	0	0	1	user.xp:4600,user.gold:52000,user.hero_exp:89500		1	1000517	1000001|1000002	831	1018	1909	0.461
518	10	10518	0	0	1	user.xp:4700,user.gold:53000,user.hero_exp:90200		1	1000518	1000001|1000002	832	1019	1911	0.4621
519	10	10519	0	0	1	user.bindcash:20,user.xp:4700,user.gold:53000,user.hero_exp:90200		1	1000519	1000001|1000002	833	1020	1913	0.4632
520	10	10520	0	0	1	user.xp:4700,user.gold:53000,user.hero_exp:91000		1	1000520	1000001|1000002	833	1021	1915	0.4642
521	10	10521	0	0	1	user.xp:4700,user.gold:53000,user.hero_exp:91000		1	1000521	1000001|1000002	834	1022	1917	0.4653
522	10	10522	0	0	1	user.bindcash:20,user.xp:4700,user.gold:53000,user.hero_exp:91000		1	1000522	1000001|1000002	835	1023	1919	0.4664
523	10	10523	0	0	1	user.xp:4800,user.gold:54000,user.hero_exp:91800		1	1000523	1000001|1000002	836	1024	1921	0.4675
524	10	10524	0	0	1	user.xp:4800,user.gold:54000,user.hero_exp:91800		1	1000524	1000001|1000002	837	1025	1923	0.4686
525	10	10525	0	0	1	user.bindcash:20,user.xp:4800,user.gold:54000,user.hero_exp:92700		1	1000525	1000001|1000002	838	1026	1925	0.4697
526	10	10526	0	0	1	user.xp:4800,user.gold:54000,user.hero_exp:92700		1	1000526	1000001|1000002	839	1028	1927	0.4708
527	10	10527	0	0	1	user.xp:4800,user.gold:54000,user.hero_exp:92700		1	1000527	1000001|1000002	840	1029	1929	0.4719
528	10	10528	0	0	1	user.bindcash:20,user.xp:4900,user.gold:55000,user.hero_exp:93600		1	1000528	1000001|1000002	841	1030	1931	0.473
529	10	10529	0	0	1	user.xp:4900,user.gold:55000,user.hero_exp:93600		1	1000529	1000001|1000002	842	1031	1933	0.4741
530	10	10530	0	0	1	user.xp:4900,user.gold:55000,user.hero_exp:94600		1	1000530	1000001|1000002	843	1032	1935	0.4752
531	10	10531	0	0	1	user.bindcash:20,user.xp:4900,user.gold:55000,user.hero_exp:94600		1	1000531	1000001|1000002	844	1033	1937	0.4764
532	10	10532	0	0	1	user.xp:4900,user.gold:55000,user.hero_exp:94600		1	1000532	1000001|1000002	845	1034	1939	0.4775
533	10	10533	0	0	1	user.xp:5000,user.gold:56000,user.hero_exp:95600		1	1000533	1000001|1000002	846	1035	1941	0.4786
534	10	10534	0	0	1	user.bindcash:20,user.xp:5000,user.gold:56000,user.hero_exp:95600		1	1000534	1000001|1000002	847	1036	1943	0.4798
535	10	10535	0	0	1	user.xp:5000,user.gold:57000,user.hero_exp:96600		1	1000535	1000001|1000002	848	1037	1945	0.4809
536	10	10536	0	0	1	user.xp:5000,user.gold:57000,user.hero_exp:96600		1	1000536	1000001|1000002	848	1038	1947	0.4821
537	10	10537	0	0	1	user.bindcash:20,user.xp:5000,user.gold:57000,user.hero_exp:96600		1	1000537	1000001|1000002	849	1039	1949	0.4832
538	10	10538	0	0	1	user.xp:5100,user.gold:57000,user.hero_exp:97700		1	1000538	1000001|1000002	850	1041	1952	0.4844
539	10	10539	0	0	1	user.xp:5100,user.gold:57000,user.hero_exp:97700		1	1000539	1000001|1000002	851	1042	1954	0.4856
540	10	10540	0	0	1	user.bindcash:20,user.xp:5100,user.gold:58000,user.hero_exp:98800		1	1000540	1000001|1000002	852	1043	1956	0.4867
541	10	10541	0	0	1	user.xp:5100,user.gold:58000,user.hero_exp:98800		1	1000541	1000001|1000002	853	1044	1958	0.4879
542	10	10542	0	0	1	user.xp:5100,user.gold:58000,user.hero_exp:98800		1	1000542	1000001|1000002	854	1045	1960	0.4891
543	10	10543	0	0	1	user.bindcash:20,user.xp:5200,user.gold:59000,user.hero_exp:100000		1	1000543	1000001|1000002	855	1046	1962	0.4903
544	10	10544	0	0	1	user.xp:5200,user.gold:59000,user.hero_exp:100000		1	1000544	1000001|1000002	856	1047	1964	0.4914
545	10	10545	0	0	1	user.xp:5200,user.gold:59000,user.hero_exp:101200		1	1000545	1000001|1000002	857	1048	1966	0.4926
546	10	10546	0	0	1	user.bindcash:20,user.xp:5200,user.gold:59000,user.hero_exp:101200		1	1000546	1000001|1000002	858	1050	1968	0.4938
547	10	10547	0	0	1	user.xp:5200,user.gold:59000,user.hero_exp:101200		1	1000547	1000001|1000002	859	1051	1971	0.495
548	10	10548	0	0	1	user.xp:5300,user.gold:60000,user.hero_exp:102500		1	1000548	1000001|1000002	860	1052	1973	0.4962
549	10	10549	0	0	1	user.bindcash:20,user.xp:5300,user.gold:60000,user.hero_exp:102500		1	1000549	1000001|1000002	861	1053	1975	0.4975
550	10	10550	0	0	1	user.xp:5300,user.gold:60000,user.hero_exp:102900		1	1000550	1000001|1000002	862	1054	1977	0.4987
551	10	10551	0	0	1	user.xp:5300,user.gold:60000,user.hero_exp:102900		1	1000551	1000001|1000002	863	1055	1979	0.4999
552	10	10552	0	0	1	user.bindcash:20,user.xp:5300,user.gold:60000,user.hero_exp:102900		1	1000552	1000001|1000002	864	1057	1982	0.5011
553	10	10553	0	0	1	user.xp:5400,user.gold:61000,user.hero_exp:103400		1	1000553	1000001|1000002	866	1058	1984	0.5023
554	10	10554	0	0	1	user.xp:5400,user.gold:61000,user.hero_exp:103400		1	1000554	1000001|1000002	867	1059	1986	0.5036
555	10	10555	0	0	1	user.bindcash:20,user.xp:5400,user.gold:61000,user.hero_exp:104000		1	1000555	1000001|1000002	868	1060	1988	0.5048
556	10	10556	0	0	1	user.xp:5400,user.gold:61000,user.hero_exp:104000		1	1000556	1000001|1000002	869	1061	1990	0.506
557	10	10557	0	0	1	user.xp:5400,user.gold:61000,user.hero_exp:104000		1	1000557	1000001|1000002	870	1063	1993	0.5073
558	10	10558	0	0	1	user.bindcash:20,user.xp:5400,user.gold:61000,user.hero_exp:104500		1	1000558	1000001|1000002	871	1064	1995	0.5085
559	10	10559	0	0	1	user.xp:5400,user.gold:61000,user.hero_exp:104500		1	1000559	1000001|1000002	872	1065	1997	0.5098
560	10	10560	0	0	1	user.xp:5400,user.gold:62000,user.hero_exp:105200		1	1000560	1000001|1000002	873	1066	2000	0.5111
561	10	10561	0	0	1	user.bindcash:20,user.xp:5400,user.gold:62000,user.hero_exp:105200		1	1000561	1000001|1000002	874	1067	2002	0.5123
562	10	10562	0	0	1	user.xp:5400,user.gold:62000,user.hero_exp:105200		1	1000562	1000001|1000002	875	1069	2004	0.5136
563	10	10563	0	0	1	user.xp:5500,user.gold:62000,user.hero_exp:105800		1	1000563	1000001|1000002	876	1070	2006	0.5149
564	10	10564	0	0	1	user.bindcash:20,user.xp:5500,user.gold:62000,user.hero_exp:105800		1	1000564	1000001|1000002	877	1071	2009	0.5161
565	10	10565	0	0	1	user.xp:5500,user.gold:62000,user.hero_exp:106500		1	1000565	1000001|1000002	878	1072	2011	0.5174
566	10	10566	0	0	1	user.xp:5500,user.gold:62000,user.hero_exp:106500		1	1000566	1000001|1000002	879	1074	2013	0.5187
567	10	10567	0	0	1	user.bindcash:20,user.xp:5500,user.gold:62000,user.hero_exp:106500		1	1000567	1000001|1000002	880	1075	2016	0.52
568	10	10568	0	0	1	user.xp:5600,user.gold:63000,user.hero_exp:107300		1	1000568	1000001|1000002	881	1076	2018	0.5213
569	10	10569	0	0	1	user.xp:5600,user.gold:63000,user.hero_exp:107300		1	1000569	1000001|1000002	883	1077	2020	0.5226
570	10	10570	0	0	1	user.bindcash:20,user.xp:5600,user.gold:63000,user.hero_exp:108100		1	1000570	1000001|1000002	884	1079	2023	0.5239
571	10	10571	0	0	1	user.xp:5600,user.gold:63000,user.hero_exp:108100		1	1000571	1000001|1000002	885	1080	2025	0.5252
572	10	10572	0	0	1	user.xp:5600,user.gold:63000,user.hero_exp:108100		1	1000572	1000001|1000002	886	1081	2027	0.5265
573	10	10573	0	0	1	user.bindcash:20,user.xp:5600,user.gold:64000,user.hero_exp:108900		1	1000573	1000001|1000002	887	1082	2030	0.5279
574	10	10574	0	0	1	user.xp:5600,user.gold:64000,user.hero_exp:108900		1	1000574	1000001|1000002	888	1084	2032	0.5292
575	10	10575	0	0	1	user.xp:5700,user.gold:64000,user.hero_exp:109800		1	1000575	1000001|1000002	889	1085	2035	0.5305
576	10	10576	arena5	0	1	user.bindcash:20,user.xp:5700,user.gold:64000,user.hero_exp:109800		1	1000576	1000001|1000002	890	1086	2037	0.5319
577	10	10577	0	0	1	user.xp:5700,user.gold:64000,user.hero_exp:109800		1	1000577	1000001|1000002	891	1087	2039	0.5332
578	10	10578	0	0	1	user.xp:5700,user.gold:65000,user.hero_exp:110700		1	1000578	1000001|1000002	893	1089	2042	0.5345
579	10	10579	0	0	1	user.bindcash:20,user.xp:5700,user.gold:65000,user.hero_exp:110700		1	1000579	1000001|1000002	894	1090	2044	0.5359
580	10	10580	0	0	1	user.xp:5800,user.gold:65000,user.hero_exp:111600		1	1000580	1000001|1000002	895	1091	2047	0.5372
581	10	10581	0	0	1	user.xp:5800,user.gold:65000,user.hero_exp:111600		1	1000581	1000001|1000002	896	1093	2049	0.5386
582	10	10582	0	0	1	user.bindcash:20,user.xp:5800,user.gold:65000,user.hero_exp:111600		1	1000582	1000001|1000002	897	1094	2052	0.54
583	10	10583	0	0	1	user.xp:5800,user.gold:66000,user.hero_exp:112700		1	1000583	1000001|1000002	898	1095	2054	0.5413
584	10	10584	0	0	1	user.xp:5800,user.gold:66000,user.hero_exp:112700		1	1000584	1000001|1000002	899	1097	2056	0.5427
585	10	10585	0	0	1	user.bindcash:20,user.xp:5900,user.gold:67000,user.hero_exp:113700		1	1000585	1000001|1000002	901	1098	2059	0.5441
586	10	10586	0	0	1	user.xp:5900,user.gold:67000,user.hero_exp:113700		1	1000586	1000001|1000002	902	1099	2061	0.5454
587	10	10587	0	0	1	user.xp:5900,user.gold:67000,user.hero_exp:113700		1	1000587	1000001|1000002	903	1101	2064	0.5468
588	10	10588	0	0	1	user.bindcash:20,user.xp:5900,user.gold:67000,user.hero_exp:114800		1	1000588	1000001|1000002	904	1102	2066	0.5482
589	10	10589	0	0	1	user.xp:5900,user.gold:67000,user.hero_exp:114800		1	1000589	1000001|1000002	905	1103	2069	0.5496
590	10	10590	0	0	1	user.xp:6000,user.gold:68000,user.hero_exp:115900		1	1000590	1000001|1000002	906	1105	2071	0.551
591	10	10591	0	0	1	user.bindcash:20,user.xp:6000,user.gold:68000,user.hero_exp:115900		1	1000591	1000001|1000002	908	1106	2074	0.5524
592	10	10592	0	0	1	user.xp:6000,user.gold:68000,user.hero_exp:115900		1	1000592	1000001|1000002	909	1107	2076	0.5538
593	10	10593	0	0	1	user.xp:6100,user.gold:69000,user.hero_exp:117100		1	1000593	1000001|1000002	910	1109	2079	0.5552
594	10	10594	0	0	1	user.bindcash:20,user.xp:6100,user.gold:69000,user.hero_exp:117100		1	1000594	1000001|1000002	911	1110	2082	0.5566
595	10	10595	0	0	1	user.xp:6100,user.gold:69000,user.hero_exp:118300		1	1000595	1000001|1000002	912	1111	2084	0.5581
596	10	10596	0	0	1	user.xp:6100,user.gold:69000,user.hero_exp:118300		1	1000596	1000001|1000002	914	1113	2087	0.5595
597	10	10597	0	0	1	user.bindcash:20,user.xp:6100,user.gold:69000,user.hero_exp:118300		1	1000597	1000001|1000002	915	1114	2089	0.5609
598	10	10598	0	0	1	user.xp:6200,user.gold:70000,user.hero_exp:119600		1	1000598	1000001|1000002	916	1115	2092	0.5624
599	10	10599	0	0	1	user.xp:6200,user.gold:70000,user.hero_exp:119600		1	1000599	1000001|1000002	917	1117	2094	0.5638
600	10	10600	0	0	1	user.bindcash:20,user.xp:6200,user.gold:70000,user.hero_exp:120000		1	1000600	1000001|1000002	918	1118	2097	0.5652
601	10	10601	0	0	1	user.xp:6200,user.gold:70000,user.hero_exp:120000		1	1000601	1000001|1000002	920	1120	2100	0.5667
602	10	10602	0	0	1	user.xp:6200,user.gold:70000,user.hero_exp:120000		1	1000602	1000001|1000002	921	1121	2102	0.5681
603	10	10603	0	0	1	user.bindcash:25,user.xp:6200,user.gold:71000,user.hero_exp:120500		1	1000603	1000001|1000002	922	1122	2105	0.5696
604	10	10604	0	0	1	user.xp:6200,user.gold:71000,user.hero_exp:120500		1	1000604	1000001|1000002	923	1124	2108	0.5711
